trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
171,True,"{'a': 0.5, 'e': -0.8500000000000014}",30,13,29.586609322234843,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,True,"{'a': 0.5, 'e': -0.8550000000000014}",20,10,18.062896965150582,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,True,"{'a': 0.5, 'e': -0.8600000000000014}",25,5,34.920280659924956,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,True,"{'a': 0.5, 'e': -0.8650000000000014}",20,3,28.764755002315827,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,True,"{'a': 0.5, 'e': -0.8700000000000014}",30,19,22.814500478657532,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,True,"{'a': 0.5, 'e': -0.8750000000000014}",20,7,19.632521770851255,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,True,"{'a': 0.5, 'e': -0.8800000000000014}",25,11,26.959158551766734,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,True,"{'a': 0.5, 'e': -0.8850000000000015}",25,13,20.308241000270144,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,True,"{'a': 0.5, 'e': -0.8900000000000015}",25,13,21.22214320781999,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,True,"{'a': 0.5, 'e': -0.8950000000000015}",20,3,15.77337252817983,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
181,True,"{'a': 0.5, 'e': -0.9000000000000015}",25,5,33.66378679528152,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,True,"{'a': 0.5, 'e': -0.9050000000000015}",20,3,29.845749308327864,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,True,"{'a': 0.5, 'e': -0.9100000000000015}",30,14,29.616862958920294,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,True,"{'a': 0.5, 'e': -0.9150000000000015}",25,7,31.11722139067445,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,True,"{'a': 0.5, 'e': -0.9200000000000015}",20,8,21.45547830631584,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,True,"{'a': 0.5, 'e': -0.9250000000000015}",30,14,29.27908655409317,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,True,"{'a': 0.5, 'e': -0.9300000000000015}",30,16,26.877385351709556,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,True,"{'a': 0.5, 'e': -0.9350000000000015}",25,11,23.915667591560126,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,True,"{'a': 0.5, 'e': -0.9400000000000015}",20,14,10.21382025069519,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,True,"{'a': 0.5, 'e': -0.9450000000000015}",30,3,30.068424975186154,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 0}",1
191,True,"{'a': 0.5, 'e': -0.9500000000000015}",30,15,30.312877962664157,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,True,"{'a': 0.5, 'e': -0.9550000000000015}",30,19,21.828896260548635,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,True,"{'a': 0.5, 'e': -0.9600000000000015}",30,16,26.00653031455479,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,True,"{'a': 0.5, 'e': -0.9650000000000015}",25,13,22.620197679236846,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,True,"{'a': 0.5, 'e': -0.9700000000000015}",20,8,19.430954458944278,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,True,"{'a': 0.5, 'e': -0.9750000000000015}",20,11,15.778946312199622,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,True,"{'a': 0.5, 'e': -0.9800000000000015}",30,14,28.580751711414678,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,True,"{'a': 0.5, 'e': -0.9850000000000015}",20,3,9.82107622407707,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
199,True,"{'a': 0.5, 'e': -0.9900000000000015}",20,0,36.76886806546968,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,True,"{'a': 0.5, 'e': -0.9950000000000015}",25,3,33.28753790933201,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
